Date,Price,Commodity,Units,Type,Data Source,Ticker
2021-08-31,23.6807,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2021-09-30,23.245872727272726,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2021-10-29,23.391852380952383,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2021-11-30,24.151304545454547,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2021-12-31,22.552165217391302,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2022-01-31,23.152519047619048,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2022-02-28,23.530279999999998,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2022-03-31,25.3052,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2022-04-29,24.57787619047619,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2022-05-31,21.882845454545453,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2022-06-30,21.52023181818182,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2022-07-29,19.11205238095238,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2022-08-31,19.684665217391306,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2022-09-30,18.89981818181818,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2022-10-31,19.440919047619047,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2022-11-30,21.083195454545457,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2022-12-30,23.3689,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2023-01-31,23.755985714285714,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2023-02-28,21.904955,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2023-03-31,22.021652173913044,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2023-04-28,25.07152,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2023-05-31,24.23108260869565,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2023-06-30,23.377627272727274,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2023-07-31,24.12467142857143,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2023-08-31,23.459469565217393,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2023-09-29,23.115890476190476,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2023-10-31,22.347904545454547,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2023-11-30,23.508318181818183,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2023-12-29,23.95794,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2024-01-31,22.91412727272727,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2024-02-29,22.682523809523808,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2024-03-29,24.54067,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2024-04-30,27.49761818181818,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2024-05-31,29.489291304347827,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2024-06-28,29.62294,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2024-07-31,29.796421739130434,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2024-08-30,28.557118181818183,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2024-09-30,30.022704761904762,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2024-10-31,32.485978260869565,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2024-11-29,31.028519047619046,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2024-12-31,30.36618095238095,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2025-01-31,30.39896818181818,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2025-02-28,32.11636,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2025-03-31,33.27469523809524,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
2025-04-30,32.26897142857143,Silver (Ag),USD/troy oz,Spot,Bloomberg,XAGUSD BGN Curncy
