Date,Price,Commodity,Units,Type,Data Source,Ticker,has_quality_issues
2024-02-26,1.74,Natural Gas (AECO),CAD/GJ,Spot,Bloomberg,NGCDAECO BNGC Index,True
2024-02-27,1.71,Natural Gas (AECO),CAD/GJ,Spot,Bloomberg,NGCDAECO BNGC Index,True
2024-02-28,1.71,Natural Gas (AECO),CAD/GJ,Spot,Bloomberg,NGCDAECO BNGC Index,True
2024-02-29,1.73,Natural Gas (AECO),CAD/GJ,Spot,Bloomberg,NGCDAECO BNGC Index,True
2024-03-01,1.71,Natural Gas (AECO),CAD/GJ,Spot,Bloomberg,NGCDAECO BNGC Index,True
2024-03-04,1.9,Natural Gas (AECO),CAD/GJ,Spot,Bloomberg,NGCDAECO BNGC Index,True
2024-03-05,1.85,Natural Gas (AECO),CAD/GJ,Spot,Bloomberg,NGCDAECO BNGC Index,True
2024-03-06,1.89,Natural Gas (AECO),CAD/GJ,Spot,Bloomberg,NGCDAECO BNGC Index,True
2024-03-07,1.76,Natural Gas (AECO),CAD/GJ,Spot,Bloomberg,NGCDAECO BNGC Index,True
2024-03-08,1.64,Natural Gas (AECO),CAD/GJ,Spot,Bloomberg,NGCDAECO BNGC Index,True
2024-03-11,1.61,Natural Gas (AECO),CAD/GJ,Spot,Bloomberg,NGCDAECO BNGC Index,True
2024-03-12,1.61,Natural Gas (AECO),CAD/GJ,Spot,Bloomberg,NGCDAECO BNGC Index,True
2024-03-13,1.52,Natural Gas (AECO),CAD/GJ,Spot,Bloomberg,NGCDAECO BNGC Index,True
2024-03-14,1.62,Natural Gas (AECO),CAD/GJ,Spot,Bloomberg,NGCDAECO BNGC Index,True
2024-03-15,1.58,Natural Gas (AECO),CAD/GJ,Spot,Bloomberg,NGCDAECO BNGC Index,True
2024-03-18,1.71,Natural Gas (AECO),CAD/GJ,Spot,Bloomberg,NGCDAECO BNGC Index,True
2024-03-19,1.77,Natural Gas (AECO),CAD/GJ,Spot,Bloomberg,NGCDAECO BNGC Index,True
