Date,Price,Commodity,Units,Type,Data Source,Ticker
2024-04-30 23:51:31.609106,1960.3076466574596,Cobalt (Co),USD/MT,Spot (LME Cash),Sample Data,N/A
2024-05-31 23:51:31.609106,1952.7782455200143,Cobalt (Co),USD/MT,Spot (LME Cash),Sample Data,N/A
2024-06-30 23:51:31.609106,1942.8127242236822,Cobalt (Co),USD/MT,Spot (LME Cash),Sample Data,N/A
2024-07-31 23:51:31.609106,1939.9638901475819,Cobalt (Co),USD/MT,Spot (LME Cash),Sample Data,N/A
2024-08-31 23:51:31.609106,1931.0386771472024,Cobalt (Co),USD/MT,Spot (LME Cash),Sample Data,N/A
2024-09-30 23:51:31.609106,1921.3661196637574,Cobalt (Co),USD/MT,Spot (LME Cash),Sample Data,N/A
2024-10-31 23:51:31.609106,1911.2219660758199,Cobalt (Co),USD/MT,Spot (LME Cash),Sample Data,N/A
2024-11-30 23:51:31.609106,1907.0060768717674,Cobalt (Co),USD/MT,Spot (LME Cash),Sample Data,N/A
2024-12-31 23:51:31.609106,1903.9110044197987,Cobalt (Co),USD/MT,Spot (LME Cash),Sample Data,N/A
2025-01-31 23:51:31.609106,1896.506879656877,Cobalt (Co),USD/MT,Spot (LME Cash),Sample Data,N/A
2025-02-28 23:51:31.609106,1892.5591422589594,Cobalt (Co),USD/MT,Spot (LME Cash),Sample Data,N/A
2025-03-31 23:51:31.609106,1889.0362507220623,Cobalt (Co),USD/MT,Spot (LME Cash),Sample Data,N/A
2025-04-30 23:51:31.609106,1878.0970401600905,Cobalt (Co),USD/MT,Spot (LME Cash),Sample Data,N/A
