Date,Price,Commodity,Units,Type,Data Source,Ticker
2024-04-30 23:51:37.200571,1970.8285442464883,Zinc (Zn),USD/MT,Spot (LME Cash),Sample Data,N/A
2024-05-31 23:51:37.200571,1961.5260293995843,Zinc (Zn),USD/MT,Spot (LME Cash),Sample Data,N/A
2024-06-30 23:51:37.200571,1953.5820069986612,Zinc (Zn),USD/MT,Spot (LME Cash),Sample Data,N/A
2024-07-31 23:51:37.200571,1939.7511626714897,Zinc (Zn),USD/MT,Spot (LME Cash),Sample Data,N/A
2024-08-31 23:51:37.200571,1936.0108952439568,Zinc (Zn),USD/MT,Spot (LME Cash),Sample Data,N/A
2024-09-30 23:51:37.200571,1927.9955663868398,Zinc (Zn),USD/MT,Spot (LME Cash),Sample Data,N/A
2024-10-31 23:51:37.200571,1923.547429105229,Zinc (Zn),USD/MT,Spot (LME Cash),Sample Data,N/A
2024-11-30 23:51:37.200571,1923.0957834116634,Zinc (Zn),USD/MT,Spot (LME Cash),Sample Data,N/A
2024-12-31 23:51:37.200571,1913.6260050437456,Zinc (Zn),USD/MT,Spot (LME Cash),Sample Data,N/A
2025-01-31 23:51:37.200571,1908.4988860538815,Zinc (Zn),USD/MT,Spot (LME Cash),Sample Data,N/A
2025-02-28 23:51:37.200571,1894.5836843835577,Zinc (Zn),USD/MT,Spot (LME Cash),Sample Data,N/A
2025-03-31 23:51:37.200571,1900.5149604466842,Zinc (Zn),USD/MT,Spot (LME Cash),Sample Data,N/A
2025-04-30 23:51:37.200571,1888.4178597948737,Zinc (Zn),USD/MT,Spot (LME Cash),Sample Data,N/A
