Date,Price,Commodity,Units,Type,Data Source,Ticker
2024-04-30 23:51:30.937176,1977.3183732065743,Copper (Cu),USD/MT,Spot (LME Cash),Sample Data,N/A
2024-05-31 23:51:30.937176,1967.6785760526725,Copper (Cu),USD/MT,Spot (LME Cash),Sample Data,N/A
2024-06-30 23:51:30.937176,1951.9902236208789,Copper (Cu),USD/MT,Spot (LME Cash),Sample Data,N/A
2024-07-31 23:51:30.937176,1939.447837672439,Copper (Cu),USD/MT,Spot (LME Cash),Sample Data,N/A
2024-08-31 23:51:30.937176,1930.143398859,Copper (Cu),USD/MT,Spot (LME Cash),Sample Data,N/A
2024-09-30 23:51:30.937176,1931.501559812058,Copper (Cu),USD/MT,Spot (LME Cash),Sample Data,N/A
2024-10-31 23:51:30.937176,1916.3684368623078,Copper (Cu),USD/MT,Spot (LME Cash),Sample Data,N/A
2024-11-30 23:51:30.937176,1911.710187656281,Copper (Cu),USD/MT,Spot (LME Cash),Sample Data,N/A
2024-12-31 23:51:30.937176,1904.6811027761014,Copper (Cu),USD/MT,Spot (LME Cash),Sample Data,N/A
2025-01-31 23:51:30.937176,1909.6913687736699,Copper (Cu),USD/MT,Spot (LME Cash),Sample Data,N/A
2025-02-28 23:51:30.937176,1895.1031810716715,Copper (Cu),USD/MT,Spot (LME Cash),Sample Data,N/A
2025-03-31 23:51:30.937176,1884.781024231429,Copper (Cu),USD/MT,Spot (LME Cash),Sample Data,N/A
2025-04-30 23:51:30.937176,1879.1946626125207,Copper (Cu),USD/MT,Spot (LME Cash),Sample Data,N/A
