Date,Price,Commodity,Units,Type,Data Source,Ticker
2025-01-27,689.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-01-28,689.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-01-29,735.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-01-30,732.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-01-31,740.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-02-03,742.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-02-04,735.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-02-05,742.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-02-06,740.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-02-07,755.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-02-10,759.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-02-11,760.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-02-12,765.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-02-13,767.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-02-14,768.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-02-18,773.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-02-19,777.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-02-20,779.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-02-21,778.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-02-24,779.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-02-25,779.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-02-26,907.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-02-27,905.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-02-28,912.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-03-03,914.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-03-04,914.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-03-05,926.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-03-06,922.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-03-07,925.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-03-10,925.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-03-11,927.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-03-12,944.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-03-13,940.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-03-14,939.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-03-17,940.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-03-18,940.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-03-19,937.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-03-20,938.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-03-21,937.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-03-24,934.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-03-25,934.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-03-26,905.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-03-27,890.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-03-28,890.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-03-31,890.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-04-01,895.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-04-02,915.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-04-03,913.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-04-04,932.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-04-07,930.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-04-08,920.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-04-09,920.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-04-10,930.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-04-11,938.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-04-14,938.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-04-15,939.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-04-16,940.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-04-17,940.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-04-21,940.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-04-22,940.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-04-23,942.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-04-24,944.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-04-25,944.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-04-28,944.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-04-29,944.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-04-30,866.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-05-01,867.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-05-02,874.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-05-05,875.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-05-06,872.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-05-07,890.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-05-08,890.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
2025-05-09,890.0,US HRC Steel,USD/short ton,Futures / Spot,Bloomberg,HRC1 Comdty
