Date,Price,Commodity,Units,Type,Data Source,Ticker
2024-04-30 23:48:35.603575,1973.8558427401956,Copper (Cu),USD/MT,Spot (LME Cash),Sample Data,N/A
2024-05-31 23:48:35.603575,1962.5312885588257,Copper (Cu),USD/MT,Spot (LME Cash),Sample Data,N/A
2024-06-30 23:48:35.603575,1953.5298032168946,Copper (Cu),USD/MT,Spot (LME Cash),Sample Data,N/A
2024-07-31 23:48:35.603575,1944.4963659810699,Copper (Cu),USD/MT,Spot (LME Cash),Sample Data,N/A
2024-08-31 23:48:35.603575,1932.5550864571003,Copper (Cu),USD/MT,Spot (LME Cash),Sample Data,N/A
2024-09-30 23:48:35.603575,1922.3140189594803,Copper (Cu),USD/MT,Spot (LME Cash),Sample Data,N/A
2024-10-31 23:48:35.603575,1913.037971740284,Copper (Cu),USD/MT,Spot (LME Cash),Sample Data,N/A
2024-11-30 23:48:35.603575,1901.1258297744387,Copper (Cu),USD/MT,Spot (LME Cash),Sample Data,N/A
2024-12-31 23:48:35.603575,1880.989623324882,Copper (Cu),USD/MT,Spot (LME Cash),Sample Data,N/A
2025-01-31 23:48:35.603575,1883.1187155645046,Copper (Cu),USD/MT,Spot (LME Cash),Sample Data,N/A
2025-02-28 23:48:35.603575,1886.537460794014,Copper (Cu),USD/MT,Spot (LME Cash),Sample Data,N/A
2025-03-31 23:48:35.603575,1895.7820772480882,Copper (Cu),USD/MT,Spot (LME Cash),Sample Data,N/A
2025-04-30 23:48:35.603575,1877.0927291106373,Copper (Cu),USD/MT,Spot (LME Cash),Sample Data,N/A
