Date,Price,Commodity,Units,Type,Data Source,Ticker
2023-02-28,2084.173076923077,Lead (Pb),USD/MT,Spot (LME Cash),Bloomberg,LMPBDY Comdty
2023-03-31,2115.1782608695653,Lead (Pb),USD/MT,Spot (LME Cash),Bloomberg,LMPBDY Comdty
2023-04-28,2149.4305555555557,Lead (Pb),USD/MT,Spot (LME Cash),Bloomberg,LMPBDY Comdty
2023-05-31,2083.6014999999998,Lead (Pb),USD/MT,Spot (LME Cash),Bloomberg,LMPBDY Comdty
2023-06-30,2122.8863636363635,Lead (Pb),USD/MT,Spot (LME Cash),Bloomberg,LMPBDY Comdty
2023-07-31,2109.1219047619047,Lead (Pb),USD/MT,Spot (LME Cash),Bloomberg,LMPBDY Comdty
2023-08-31,2153.8354545454545,Lead (Pb),USD/MT,Spot (LME Cash),Bloomberg,LMPBDY Comdty
2023-09-29,2252.1014285714286,Lead (Pb),USD/MT,Spot (LME Cash),Bloomberg,LMPBDY Comdty
2023-10-31,2131.359090909091,Lead (Pb),USD/MT,Spot (LME Cash),Bloomberg,LMPBDY Comdty
2023-11-30,2188.455454545455,Lead (Pb),USD/MT,Spot (LME Cash),Bloomberg,LMPBDY Comdty
2023-12-29,2026.9084210526316,Lead (Pb),USD/MT,Spot (LME Cash),Bloomberg,LMPBDY Comdty
2024-01-31,2089.7927272727275,Lead (Pb),USD/MT,Spot (LME Cash),Bloomberg,LMPBDY Comdty
2024-02-29,2079.8276190476195,Lead (Pb),USD/MT,Spot (LME Cash),Bloomberg,LMPBDY Comdty
2024-03-29,2056.204,Lead (Pb),USD/MT,Spot (LME Cash),Bloomberg,LMPBDY Comdty
2024-04-30,2131.958095238095,Lead (Pb),USD/MT,Spot (LME Cash),Bloomberg,LMPBDY Comdty
2024-05-31,2220.579523809524,Lead (Pb),USD/MT,Spot (LME Cash),Bloomberg,LMPBDY Comdty
2024-06-28,2147.1014999999998,Lead (Pb),USD/MT,Spot (LME Cash),Bloomberg,LMPBDY Comdty
2024-07-31,2106.9378260869566,Lead (Pb),USD/MT,Spot (LME Cash),Bloomberg,LMPBDY Comdty
2024-08-30,1994.6328571428571,Lead (Pb),USD/MT,Spot (LME Cash),Bloomberg,LMPBDY Comdty
2024-09-30,2002.735714285714,Lead (Pb),USD/MT,Spot (LME Cash),Bloomberg,LMPBDY Comdty
2024-10-31,2033.9960869565216,Lead (Pb),USD/MT,Spot (LME Cash),Bloomberg,LMPBDY Comdty
2024-11-29,1987.5261904761905,Lead (Pb),USD/MT,Spot (LME Cash),Bloomberg,LMPBDY Comdty
2024-12-31,1990.4299999999998,Lead (Pb),USD/MT,Spot (LME Cash),Bloomberg,LMPBDY Comdty
2025-01-31,1921.3577272727273,Lead (Pb),USD/MT,Spot (LME Cash),Bloomberg,LMPBDY Comdty
2025-02-28,1957.0700000000002,Lead (Pb),USD/MT,Spot (LME Cash),Bloomberg,LMPBDY Comdty
2025-03-31,2030.8828571428571,Lead (Pb),USD/MT,Spot (LME Cash),Bloomberg,LMPBDY Comdty
2025-04-30,1905.645,Lead (Pb),USD/MT,Spot (LME Cash),Bloomberg,LMPBDY Comdty
