Date,Price,Commodity,Units,Type,Data Source,Ticker,has_quality_issues
2021-02-26,2134.478,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2021-03-31,2190.4826086956523,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2021-04-30,2319.3925,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2021-05-31,2433.5273684210524,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2021-06-30,2446.6454545454544,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2021-07-30,2497.6354545454546,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2021-08-31,2602.991904761905,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2021-09-30,2834.556818181818,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2021-10-29,2934.3938095238095,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2021-11-30,2636.4522727272724,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2021-12-31,2695.531428571429,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2022-01-31,3005.9805,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2022-02-28,3245.7855,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2022-03-31,3498.373043478261,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2022-04-29,3244.4105263157894,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2022-05-31,2830.3152380952383,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2022-06-30,2563.4365000000003,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2022-07-29,2408.423333333333,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2022-08-31,2430.785,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2022-09-30,2224.755909090909,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2022-10-31,2255.535238095238,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2022-11-30,2350.717727272727,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2022-12-30,2401.6865000000003,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2023-01-31,2501.8242857142855,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2023-02-28,2416.1814999999997,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2023-03-31,2296.416956521739,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2023-04-28,2343.228888888889,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2023-05-31,2268.602,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2023-06-30,2184.7536363636364,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2023-07-31,2159.732380952381,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2023-08-31,2136.5745454545454,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2023-09-29,2184.6738095238097,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2023-10-31,2194.390909090909,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2023-11-30,2202.2554545454545,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2023-12-29,2182.4268421052634,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
2024-01-31,2195.024090909091,Aluminum (Al),USD/MT,Spot (LME Cash),Bloomberg,LMAHDY Comdty,True
