Date,Price,Commodity,Units,Type,Data Source,Ticker,has_quality_issues
2022-05-31,91.73428571428572,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2022-06-30,91.99285714285713,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2022-07-29,74.5995,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2022-08-31,70.75782608695653,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2022-09-30,61.663809523809526,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2022-10-31,58.144285714285715,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2022-11-30,55.290499999999994,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2022-12-30,48.71476190476191,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2023-01-31,54.099000000000004,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2023-02-28,58.42315789473684,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2023-03-31,58.065652173913044,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2023-04-28,64.14842105263158,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2023-05-31,57.98772727272728,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2023-06-30,58.86904761904762,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2023-07-31,62.69,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2023-08-31,63.71826086956521,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2023-09-29,69.553,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2023-10-31,60.86909090909091,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2023-11-30,52.0495,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2023-12-29,52.31,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2024-01-31,55.41095238095239,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2024-02-29,57.831,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2024-03-29,65.4325,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2024-04-30,70.53545454545454,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2024-05-31,66.31227272727273,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2024-06-28,64.48631578947368,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2024-07-31,64.152,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2024-08-30,60.712380952380954,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2024-09-30,54.75789473684211,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2024-10-31,58.723636363636366,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2024-11-29,57.16526315789473,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2024-12-31,56.364999999999995,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2025-01-31,60.910952380952374,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2025-02-28,57.48052631578948,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2025-03-31,56.34428571428572,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
2025-04-30,52.591904761904765,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,USCRWCAS Index,True
