Date,Price,Commodity,Units,Type,Data Source,Ticker,has_quality_issues
2022-01-31,-6.636363636363637,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2022-02-28,-6.2725,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2022-03-31,-4.952173913043478,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2022-04-29,-6.083333333333333,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2022-05-31,-7.709090909090909,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2022-06-30,-9.363636363636363,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2022-07-29,-9.947619047619048,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2022-08-31,-9.756521739130434,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2022-09-30,-12.863636363636363,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2022-10-31,-18.826190476190476,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2022-11-30,-18.04090909090909,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2022-12-30,-14.529545454545454,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2023-01-31,-16.686363636363634,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2023-02-28,-11.8575,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2023-03-31,-9.258695652173913,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2023-04-28,-7.44,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2023-05-31,-6.343478260869565,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2023-06-30,-3.7181818181818183,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2023-07-31,-4.838095238095238,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2023-08-31,-7.360869565217392,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2023-09-29,-7.392857142857143,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2023-10-31,-7.579545454545454,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2023-11-30,-9.222727272727273,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2023-12-29,-8.685714285714287,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-01-31,-8.091304347826087,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-02-29,-7.269047619047619,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-03-29,-6.923809523809524,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-04-30,-6.2318181818181815,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-05-31,-6.963636363636365,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-06-28,-7.540000000000001,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-07-31,-8.18409090909091,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-08-30,-6.54047619047619,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-09-30,-6.1,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-10-31,-5.7727272727272725,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-11-29,-5.832352941176471,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2024-12-31,-5.832352941176471,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2025-01-31,-5.014285714285714,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2025-02-28,-3.811111111111111,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2025-03-31,-3.8595238095238096,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
2025-04-30,-3.3985714285714286,WCS Differential,USD/barrel,Spot Differential / Spot Price,Bloomberg,WC1DSPOT MRXI Index,True
