Date,Price,Commodity,Units,Type,Data Source,Ticker
2023-08-18,1975.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2023-08-25,2025.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2023-09-01,2060.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2023-09-08,2055.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2023-09-15,2055.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2023-09-22,2035.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2023-09-29,2025.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2023-10-06,2025.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2023-10-13,2025.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2023-10-20,2025.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2023-10-27,2025.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2023-11-03,2025.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2023-11-10,2025.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2023-11-17,2025.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2023-11-24,2025.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2023-12-01,2025.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2023-12-08,2025.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2023-12-15,2025.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2023-12-22,2025.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2023-12-29,2025.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-01-05,2025.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-01-12,2025.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-01-19,2025.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-01-26,2025.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-02-02,2025.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-02-09,2025.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-02-16,2025.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-02-23,2025.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-03-01,2013.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-03-08,2019.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-03-15,2025.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-03-22,2025.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-03-29,2025.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-04-05,2025.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-04-12,2025.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-04-19,2025.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-04-26,2285.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-05-03,2550.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-05-10,2863.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-05-17,3005.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-05-24,3075.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-05-31,3075.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-06-07,3075.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-06-14,3075.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-06-21,3075.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-06-28,3075.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-07-05,3065.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-07-12,2930.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-07-19,2971.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-07-26,3025.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-08-02,3025.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-08-09,3025.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-08-16,2995.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-08-23,2975.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-08-30,2975.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-09-06,2967.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-09-13,2955.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-09-20,2945.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-09-27,2895.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-10-04,2875.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-10-11,2875.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-10-18,2859.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-10-25,2795.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-11-01,2741.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-11-08,2707.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-11-15,2663.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-11-22,2613.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-11-29,2575.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-12-06,2575.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-12-13,2557.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-12-20,2545.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2024-12-27,2545.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2025-01-03,2545.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2025-01-10,2545.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2025-01-17,2605.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2025-01-24,2605.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2025-01-31,2605.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2025-02-07,2605.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2025-02-14,2605.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2025-02-21,2609.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2025-02-28,2595.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2025-03-07,2595.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2025-03-14,2878.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2025-03-21,2970.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2025-03-28,2875.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2025-04-04,2875.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2025-04-11,2835.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2025-04-18,2700.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2025-04-25,2700.0,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2025-05-02,2676.6666666666665,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
2025-05-09,2618.75,Indium (In),CNY/kg,Spot,Bloomberg,IUCNRZYP SMET Index
