Date,Price,Commodity,Units,Type,Data Source,Ticker
2023-08-18,19740.75,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2023-08-25,20417.5,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2023-09-01,20470.3125,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2023-09-08,20426.7,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2023-09-15,19911.8,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2023-09-22,19330.95,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2023-09-29,18659.85,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2023-10-06,18383.102,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2023-10-13,18378.053999999996,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2023-10-20,18351.5,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2023-10-27,18015.1,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2023-11-03,17939.5,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2023-11-10,17666.6,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2023-11-17,17012.3,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2023-11-24,16392.3,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2023-12-01,16512.9,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2023-12-08,16278.7,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2023-12-15,16522.9,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2023-12-22,16468.2,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2023-12-29,16520.333333333332,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-01-05,16124.375,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-01-12,16116.220000000001,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-01-19,15883.8,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-01-26,16251.547999999999,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-02-02,16081.3,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-02-09,15717.45,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-02-16,15999.35,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-02-23,16672.6,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-03-01,17326.75,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-03-08,17659.85,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-03-15,18073.252,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-03-22,17309.738,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-03-29,16530.2125,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-04-05,17297.3225,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-04-12,17832.854,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-04-19,18160.932,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-04-26,19029.146,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-05-03,18849.678,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-05-10,18850.36,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-05-17,19511.264,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-05-24,20466.564000000002,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-05-31,19924.0375,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-06-07,18424.484,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-06-14,17548.62,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-06-21,17094.638,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-06-28,16924.288,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-07-05,16988.984,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-07-12,16755.548,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-07-19,16206.914,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-07-26,15649.268,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-08-02,15946.838,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-08-09,15991.810000000001,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-08-16,16074.776000000002,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-08-23,16552.734,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-08-30,16750.557500000003,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-09-06,16001.9,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-09-13,15725.8,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-09-20,16064.329999999998,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-09-27,16514.912,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-10-04,17538.94,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-10-11,17463.96,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-10-18,16997.826,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-10-25,16102.276000000002,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-11-01,15610.851999999999,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-11-08,15996.534,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-11-15,15527.928,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-11-22,15598.068,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-11-29,15776.420000000002,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-12-06,15742.696,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-12-13,15688.062,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-12-20,15207.228,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2024-12-27,15135.713333333333,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2025-01-03,15009.805,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2025-01-10,15213.991999999998,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2025-01-17,15735.756,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2025-01-24,15631.426000000001,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2025-01-31,15205.341999999999,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2025-02-07,15297.12,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2025-02-14,15246.032000000001,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2025-02-21,15271.035999999998,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2025-02-28,15333.935999999998,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2025-03-07,15912.698,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2025-03-14,16313.61,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2025-03-21,16055.466,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2025-03-28,15981.004,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2025-04-04,15478.496,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2025-04-11,14290.822,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2025-04-18,15335.44,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2025-04-25,15473.807499999999,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2025-05-02,15266.288,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
2025-05-09,15456.0625,Nickel (Ni),USD/MT,Spot (LME Cash),Bloomberg,LMNIDY Comdty
