Date,Price,Commodity,Units,Type,Data Source,Ticker
2022-11-30 22:54:27.179032,2148.3066905238934,Sulphur,USD/MT,Spot,Sample Data,N/A
2022-12-31 22:54:27.179032,2138.2625182650268,Sulphur,USD/MT,Spot,Sample Data,N/A
2023-01-31 22:54:27.179032,2139.2614120745557,Sulphur,USD/MT,Spot,Sample Data,N/A
2023-02-28 22:54:27.179032,2140.2605055025774,Sulphur,USD/MT,Spot,Sample Data,N/A
2023-03-31 22:54:27.179032,2126.0174719130537,Sulphur,USD/MT,Spot,Sample Data,N/A
2023-04-30 22:54:27.179032,2120.2192013544586,Sulphur,USD/MT,Spot,Sample Data,N/A
2023-05-31 22:54:27.179032,2099.739995772008,Sulphur,USD/MT,Spot,Sample Data,N/A
2023-06-30 22:54:27.179032,2091.842486576738,Sulphur,USD/MT,Spot,Sample Data,N/A
2023-07-31 22:54:27.179032,2064.441407248491,Sulphur,USD/MT,Spot,Sample Data,N/A
2023-08-31 22:54:27.179032,2055.4723600879806,Sulphur,USD/MT,Spot,Sample Data,N/A
2023-09-30 22:54:27.179032,2044.978199204513,Sulphur,USD/MT,Spot,Sample Data,N/A
2023-10-31 22:54:27.179032,2041.7672256867427,Sulphur,USD/MT,Spot,Sample Data,N/A
2023-11-30 22:54:27.179032,2031.5320418454546,Sulphur,USD/MT,Spot,Sample Data,N/A
2023-12-31 22:54:27.179032,2027.5928978526165,Sulphur,USD/MT,Spot,Sample Data,N/A
2024-01-31 22:54:27.179032,2015.996136134171,Sulphur,USD/MT,Spot,Sample Data,N/A
2024-02-29 22:54:27.179032,2011.234916828371,Sulphur,USD/MT,Spot,Sample Data,N/A
2024-03-31 22:54:27.179032,1994.93654118146,Sulphur,USD/MT,Spot,Sample Data,N/A
2024-04-30 22:54:27.179032,1988.405145103449,Sulphur,USD/MT,Spot,Sample Data,N/A
2024-05-31 22:54:27.179032,1968.1813192563359,Sulphur,USD/MT,Spot,Sample Data,N/A
2024-06-30 22:54:27.179032,1957.0425885678696,Sulphur,USD/MT,Spot,Sample Data,N/A
2024-07-31 22:54:27.179032,1947.2857241895072,Sulphur,USD/MT,Spot,Sample Data,N/A
2024-08-31 22:54:27.179032,1937.7039421635236,Sulphur,USD/MT,Spot,Sample Data,N/A
2024-09-30 22:54:27.179032,1931.2043521231533,Sulphur,USD/MT,Spot,Sample Data,N/A
2024-10-31 22:54:27.179032,1914.9761555746202,Sulphur,USD/MT,Spot,Sample Data,N/A
2024-11-30 22:54:27.179032,1905.0827890294713,Sulphur,USD/MT,Spot,Sample Data,N/A
2024-12-31 22:54:27.179032,1897.9220183542784,Sulphur,USD/MT,Spot,Sample Data,N/A
2025-01-31 22:54:27.179032,1898.3393033712957,Sulphur,USD/MT,Spot,Sample Data,N/A
2025-02-28 22:54:27.179032,1891.6161777966129,Sulphur,USD/MT,Spot,Sample Data,N/A
2025-03-31 22:54:27.179032,1890.2241901606867,Sulphur,USD/MT,Spot,Sample Data,N/A
2025-04-30 22:54:27.179032,1879.8677665295563,Sulphur,USD/MT,Spot,Sample Data,N/A
